"id","status__c","tenancy__c","parent_tenancy","id-2","PMS_Reference__c","ownerid","accountid","recordtypeid","unit__c","status","tenancy_status__c","startdate","enddate","agreement_type__c","document_type__c","memorandum_of_agreement_date__c","actual_move_out_date__c","uplift_percentage__c","security_deposit_amount__c","break_clause__c","special_clauses__c","special_clause_free_text__c","vehicle_make__c","vehicle_model__c","vehicle_registration__c","opportunity__c","PMS_Reference__c-2","accountid-2","break_clause__c-2","recordtypeid-2","Unit__c","StartDate","Tenancy_End_Date__c","status-2","Agreement_Type__c","Description","unit_rn","ownerid-2","document_type__c-2","memorandum_of_agreement_date__c-2","actual_move_out_date__c-2","uplift_percentage__c-2","security_deposit_amount__c-2","special_clauses__c-2","special_clause_free_text__c-2","vehicle_make__c-2","vehicle_model__c-2","vehicle_registration__c-2"
"a24Nz000000nzK5IAI","Closed - Tenant Retained","800Nz000001NgArIAK","800Pv00000G4zneIAB","800Nz000001NgArIAK","317585022009","0058d000004DOMXAA4","0018d000003W7EZAA0","012Pv0000021hzSIAQ","a1G4J000002634gUAA","Activated","Activated","2023-08-31","2024-08-30","AST","AST",,,"4.00","2575.00","2 at 4 to expire at 6",,,,,,"006Nz0000018tRpIAI","317585022009","0018d000003W7EZAA0","2 at 4 to expire at 6","012Pv0000027hGnIAI","a1G4J000002634gUAA","2023-08-31","2024-08-30","Draft","AST","AST","1","0058d000004DOMXAA4","AST",,,"4.00","2575.00",,,,,
"a24Nz000001Ygc9IAC","Closed - Tenant Retained","8008d000000YFOIAA4","800Pv00000G4xEEIAZ","8008d000000YFOIAA4","317666005001","0054J000004vXOqQAM","0018d00000C6wnxAAB","012Pv0000021hzSIAQ","a1G4J0000025yViUAI","Activated","Activated","2022-07-21","2023-01-20","AST","AST",,,"4.00","2350.00","2 at 4 to expire at 6",,,,,,"0068d000008SmKCAA0","317666005001","0018d00000C7Ow0AAF","2 at 4 to expire at 6","012Pv0000027hGnIAI","a1G4J0000025yViUAI","2025-03-21","2026-03-20","Draft","AST","AST","1","0054J000004vXOqQAM","AST",,,"4.00","2350.00",,,,,
"a24Nz000001DblxIAC","Closed - Tenant Retained","8008d000000Yk91AAC","800Pv00000GEuBSIA1","8008d000000Yk91AAC","418551029002","0054J000004vXOnQAM","0014J00000Ywo98QAB","012Pv0000021hzSIAQ","a1G4J0000025yNqUAI","Activated","Activated","2023-05-28","2024-05-27","AST","AST",,,"6.00","1750.40","2 at 4 to expire at 6",,,,,,"0068d00000CsEnYAAV","418551029002","0014J00000Ywo98QAB","2 at 4 to expire at 6","012Pv0000027hGnIAI","a1G4J0000025yNqUAI","2023-05-28","2024-05-27","Draft","AST","AST","1","0054J000004vXOnQAM","AST",,,"6.00","1750.40","Gas,Water, Electricity and Council Tax inc. in Rent",,,,
"a24Nz000001EaizIAC","Closed - Tenant Retained","800Nz000000Z8AnIAK","800Pv00000G4vc8IAB","800Nz000000Z8AnIAK","418567019003","0058d0000034SvqAAE","0014J00000YymRlQAJ","012Pv0000021hzSIAQ","a1G4J0000025zcoUAA","Activated","Activated","2023-07-30","2024-07-29","AST","AST",,,"6.00","1256.70","No Break",,,,,,"0068d00000Ct0AsAAJ","418567019003","0014J00000YymRlQAJ","2 at 4 to expire at 6","012Pv0000027hGnIAI","a1G4J0000025zcoUAA","2023-07-30","2024-07-29","Draft","AST","AST","1","0054J000004vXOnQAM","AST",,,"4.00","1256.70",,,,,
"a24Nz0000017G7VIAU","Cancelled","8008d000000YA2PAAW","800Pv00000GF3VFIA1","8008d000000YA2PAAW","418574041002","0054J000004vXOnQAM","0014J00000bFnODQA0","012Pv0000021hzSIAQ","a1G4J0000025zYpUAI","Draft","Ended","2022-07-23","2023-07-22","AST","AST",,,"4.00","1798.30","2 at 4 to expire at 6",,,,,,"0068d000006Y6cuAAC","418574041002","0014J00000bFnODQA0","2 at 4 to expire at 6","012Pv0000027hGnIAI","a1G4J0000025zYpUAI","2023-07-23","2024-07-22","Draft","AST","AST","1","0058d000006d5m0AAA","AST",,,"6.00","1798.30",,"1 month’s rent free",,,
"a24Nz0000015SEQIA2","Closed - Tenant Retained","8008d000000YOo0AAG","800Pv00000G4xrvIAB","8008d000000YOo0AAG","418575002001","0054J000004vXPBQA2","0018d00000IJoZnAAL","012Pv0000021hzSIAQ","a1G4J0000025zi5UAA","Activated","Activated","2022-12-10","2024-12-09","Live Work","Live Work Agreement",,,"6.00","2225.00","Halfway on an 24",,,,,,"0068d000009gkUZAAY","418575002001","0018d00000IJoZnAAL","Halfway on an 24","012Pv0000027hGnIAI","a1G4J0000025zi5UAA","2022-12-10","2024-12-09","Draft","AST","Live Work","1","0054J000004vXPBQA2",,,,"6.00","2225.00",,,,,
"a24Nz000001HkfNIAS","Closed - Tenant Retained","8008d000000YB2mAAG","800Pv00000G55NkIAJ","8008d000000YB2mAAG","418576093002","0054J000004vXPBQA2","0018d0000096ekVAAQ","012Pv0000021hzSIAQ","a1G4J0000025zrpUAA","Draft","Ended","2022-06-09","2024-06-08","Live Work","Live Work Agreement",,,"3.50","1875.00","2 at 4 to expire at 6","Water re-charge Clause",,,,,"0068d000006NDcNAAW","418576093002","0018d0000096ekVAAQ","Live Work","012Pv0000027hGnIAI","a1G4J0000025zrpUAA","2024-06-09","2025-06-08","Draft","Live Work","Live Work","1","0054J000004vXOnQAM","Live Work Agreement;Simple Declaration",,,"4.00","1875.00","Water re-charge Clause","Change Of Sharer Clause 

1. Oluwaseyi Olowaseun Eno Obong Nicholas Obileye shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Lease.
2. Oluwaseyi Olowaseun Eno Obong Nicholas Obileye shall reimburse Anita Shannon the proportion of the deposit monies detailed in Clause 1.6 of the above Lease, paid by them, less any agreed offset for damage which may have occurred during the period from the original commencement of the Lease to the commencement of this Lease. 
3. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
4. Oluwaseyi Olowaseun Eno Obong Nicholas Obileye shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 9th June 2022.",,,
"a24Nz000001mFx3IAE","Cancelled","800Nz000000kvbEIAQ","800Pv00000G4zaQIAR","800Nz000000kvbEIAQ","418637006003","0058d000006d5m0AAA","0018d00000C6kLRAAZ","012Pv0000021hzSIAQ","a1G4J000002609wUAA","Activated","Activated","2023-07-20","2024-07-19","AST","AST",,,"6.00","2025.00","No Break",,,,,,"0068d00000Ct9fuAAB","418637006003","0018d00000C6kLRAAZ","No Break","012Pv0000027hGnIAI","a1G4J000002609wUAA","2023-07-20","2024-07-19","Draft","AST","AST","1","0058d000006d5m0AAA","AST",,,"6.00","2025.00",,"Pet Clause",,,
"a24Nz0000014DnhIAE","Closed - Tenant Retained","8008d000000YaUsAAK","800Pv00000G53DSIAZ","8008d000000YaUsAAK","900002049006","0054J000004vXPBQA2","0018d00000RGQSlAAP","012Pv0000021hzSIAQ","a1G4J00000260QiUAI","Draft","Draft","2023-03-03","2025-03-02","AST","AST",,,"6.00","1860.00","No Break",,,,,,"0068d00000BLYBkAAP","900002049006","0018d00000RGQSlAAP","2 at 10 to expire at 12","012Pv0000027hGnIAI","a1G4J00000260QiUAI","2023-03-03","2025-03-02","Draft","AST","AST","1","0054J000004vXPBQA2","AST",,,"6.00","1860.00",,,,,
"a24Nz000001oe6XIAQ","Complete","800Nz0000095jqXIAQ","800Pv00000GF0JWIA1","800Nz0000095jqXIAQ","900003032003","0058d000004DOMXAA4","0018d00000Mp8hZAAR","012Pv0000021hzSIAQ","a1G4J000002607OUAQ","Activated","Ended","2024-02-26","2025-02-25","Licence","Parking Licence",,"2024-06-13","6.00","0.00","No Break",,,"BMW","420i grand coupe M sport","EG17 CCV","006Nz000008QuzdIAC","900003032003","0018d00000Mp8hZAAR","No Break","012Pv0000027hGnIAI","a1G4J000002607OUAQ","2024-02-26","2025-02-25","Draft","Licence","Licence","1","0058d000004DOMXAA4","Parking Licence",,"2024-06-13","6.00","0.00",,,"BMW","420i grand coupe M sport","EG17 CCV"
